,car_index,location_country,location_state,location_city,location_latitude,location_longitude
4848,C4848,US,CA,Sunnyvale,37.373287,-122.050495
4849,C4849,US,CA,San Jose,37.265879,-121.94082
4850,C4850,US,CA,San Jose,37.400747,-121.919623
4851,C4851,US,CA,San Jose,37.372191,-121.924834
4852,C4852,US,CA,San Jose,37.357362,-121.878298
4853,C4853,US,CA,San Jose,37.310842,-121.910647
4854,C4854,US,CA,San Jose,37.367573,-121.819019
4855,C4855,US,CA,Los Gatos,37.242819,-121.932302
4856,C4856,US,CA,San Jose,37.274075,-121.889666
4857,C4857,US,CA,San Jose,37.402182,-121.860545
4858,C4858,US,CA,Sunnyvale,37.371558,-122.050584
4859,C4859,US,CA,San Jose,37.317749,-121.769232
4860,C4860,US,CA,San Jose,37.403089,-121.847671
4861,C4861,US,CA,Sunnyvale,37.346308,-122.052348
4862,C4862,US,CA,Palo Alto,37.41154,-122.12344
4863,C4863,US,CA,San Jose,37.370745,-121.926598
4864,C4864,US,CA,San Jose,37.249842,-121.795711
4865,C4865,US,CA,San Jose,37.326636,-121.766932
4866,C4866,US,CA,San Jose,37.33094,-121.790797
4867,C4867,US,CA,Morgan Hill,37.137339,-121.655931
4868,C4868,US,CA,SANTA CLARA,37.362982,-121.982016
4869,C4869,US,CA,San Jose,37.309217,-121.910272
4870,C4870,US,CA,Foster City,37.562993,-122.269139
4871,C4871,US,CA,Los Gatos,37.222707,-121.98737
4872,C4872,US,CA,San Jose,37.421397,-121.859441
4873,C4873,US,CA,Santa Clara,37.340968,-121.979275
4874,C4874,US,CA,San Jose,37.330328,-121.887143
4875,C4875,US,CA,San Jose,37.309761,-121.91739
4876,C4876,US,CA,Palo Alto,37.417321,-122.131238
4877,C4877,US,CA,Sunnyvale,37.372723,-122.050297
4878,C4878,US,CA,San Jose,37.405288,-121.939558
4879,C4879,US,CA,Santa Clara,37.36353,-121.982078
4880,C4880,US,CA,Fremont,37.503564,-121.961222
4881,C4881,US,CA,San Jose,37.368573,-121.819114
4882,C4882,US,CA,San Jose,37.332884,-121.896529
4883,C4883,US,CA,San Jose,37.426358,-121.970598
4884,C4884,US,CA,Daly City,37.687116,-122.469936
4885,C4885,US,CA,San Jose,37.335208,-121.895074
4886,C4886,US,CA,Foster City,37.569326,-122.275737
4887,C4887,US,CA,San Jose,37.333073,-121.896368
4888,C4888,US,CA,Mountain View,37.396003,-122.095531
4889,C4889,US,CA,San Jose,37.324529,-121.89245
4890,C4890,US,CA,San Jose,37.369661,-121.921184
4891,C4891,US,CA,San Francisco,37.803352,-122.427233
4892,C4892,US,CA,San Jose,37.406415,-121.84542
4893,C4893,US,CA,Milpitas,37.410731,-121.897677
4894,C4894,US,CA,San Jose,37.340238,-121.886046
4895,C4895,US,CA,Milpitas,37.40625,-121.907476
4896,C4896,US,CA,San Jose,37.309134,-121.967194
4897,C4897,US,CA,Campbell,37.287473,-121.959897
4898,C4898,US,CA,San Jose,37.262292,-121.879121
4899,C4899,US,CA,San Jose,37.309319,-121.910511
4900,C4900,US,CA,San Jose,37.334621,-121.895638
4901,C4901,US,CA,Sunnyvale,37.372612,-122.050277
4902,C4902,US,CA,San Jose,37.242363,-121.800051
4903,C4903,US,CA,Sunnyvale,37.398655,-122.012553
4904,C4904,US,CA,San Jose,37.308165,-121.966932
4905,C4905,US,CA,San Jose,37.363828,-121.814071
4906,C4906,US,CA,San Jose,37.308988,-121.911061
4907,C4907,US,CA,San Jose,37.362168,-121.813146
4908,C4908,US,CA,Sunnyvale,37.348694,-122.052112
4909,C4909,US,CA,San Jose,37.308996,-121.916397
4910,C4910,US,CA,Santa Clara,37.351853,-121.953557
4911,C4911,US,CA,Santa Clara,37.351824,-121.952282
4912,C4912,US,CA,San Jose,37.372469,-121.879871
4913,C4913,US,CA,San Jose,37.325672,-121.891347
4914,C4914,US,CA,San Jose,37.334765,-121.896289
4915,C4915,US,CA,San Jose,37.311668,-121.90472
4916,C4916,US,CA,San Jose,37.334889,-121.887143
4917,C4917,US,CA,Sunnyvale,37.366943,-122.013318
4918,C4918,US,CA,San Jose,37.367738,-121.819474
4919,C4919,US,CA,Milpitas,37.404565,-121.894116
4920,C4920,US,CA,San Jose,37.251177,-121.875524
4921,C4921,US,CA,San Jose,37.301997,-122.027053
4922,C4922,US,CA,Santa Clara,37.351782,-121.952163
4923,C4923,US,CA,San Jose,37.300276,-121.804458
4924,C4924,US,CA,San Jose,37.340363,-121.886026
4925,C4925,US,CA,San Jose,37.339595,-121.886177
4926,C4926,US,CA,Fremont,37.516892,-121.969135
4927,C4927,US,CA,San Jose,37.312602,-121.976758
4928,C4928,US,CA,San Jose,37.367029,-121.81867
4929,C4929,US,CA,San Jose,37.335018,-121.895117
4930,C4930,US,CA,Morgan Hill,37.140997,-121.644981
4931,C4931,US,CA,San Jose,37.341168,-121.886768
4932,C4932,US,CA,San Jose,37.364328,-121.814004
4933,C4933,US,CA,Sunnyvale,37.342184,-121.996047
4934,C4934,US,CA,Mountain View,37.391521,-122.047284
4935,C4935,US,CA,Los Gatos,37.242441,-121.931066
4936,C4936,US,CA,San Jose,37.270226,-121.810474
4937,C4937,US,CA,Sunnyvale,37.371738,-122.056386
4938,C4938,US,CA,Menlo Park,37.469458,-122.166603
4939,C4939,US,CA,Santa Clara,37.351817,-121.952155
4940,C4940,US,UT,Orem,40.316786,-111.704972
4941,C4941,US,UT,Salt Lake City,40.715668,-111.859758
4942,C4942,US,UT,Orem,40.316431,-111.706505
4943,C4943,US,UT,South Jordan,40.542469,-112.041241
4944,C4944,US,UT,Salt Lake City,40.767787,-111.958009
4945,C4945,US,UT,Salt Lake City,40.773864,-111.890684
4946,C4946,US,UT,Bountiful,40.876404,-111.896771
4947,C4947,US,UT,Salt Lake City,40.713886,-111.859185
4948,C4948,US,UT,Salt Lake City,40.674651,-111.951798
4949,C4949,US,UT,Salt Lake City,40.733254,-111.859419
4950,C4950,US,UT,Riverton,40.513909,-111.958774
4951,C4951,US,UT,Salt Lake City,40.796697,-111.933949
4952,C4952,US,UT,Centerville,40.937208,-111.885777
4953,C4953,US,UT,North Salt Lake,40.835628,-111.910974
4954,C4954,US,UT,Salt Lake City,40.767416,-111.890173
4955,C4955,US,UT,Draper,40.528383,-111.915768
4956,C4956,US,UT,Lehi,40.369322,-111.845241
4957,C4957,US,UT,Draper,40.520609,-111.889763
4958,C4958,US,UT,Farmington,40.989125,-111.910929
4959,C4959,US,UT,Lehi,40.430262,-111.850355
4960,C4960,US,UT,Salt Lake City,40.676004,-111.950785
4961,C4961,US,UT,Salt Lake City,40.713189,-111.834034
4962,C4962,US,UT,Bountiful,40.875469,-111.896235
4963,C4963,US,UT,Park City,40.685449,-111.549624
4964,C4964,US,UT,Riverton,40.512969,-111.96002
4965,C4965,US,UT,South Jordan,40.551861,-111.983338
4966,C4966,US,UT,Salt Lake City,40.767654,-111.904183
4967,C4967,US,UT,Springville,40.157571,-111.594216
4968,C4968,US,UT,Orem,40.276961,-111.690808
4969,C4969,US,UT,American Fork,40.374741,-111.787781
4970,C4970,US,UT,Salt Lake City,40.715853,-111.85904
4971,C4971,US,UT,Park City,40.646813,-111.490234
4972,C4972,US,UT,Eagle Mountain,40.364713,-111.96621
4973,C4973,US,UT,Salt Lake City,40.714389,-111.832749
4974,C4974,US,UT,Bountiful,40.875159,-111.895532
4975,C4975,US,UT,Alpine,40.453749,-111.792497
4976,C4976,US,UT,Salt Lake City,40.713711,-111.831253
4977,C4977,US,UT,Midvale,40.615873,-111.887989
4978,C4978,US,UT,Orem,40.276252,-111.691194
4979,C4979,US,UT,Murray,40.668751,-111.888054
4980,C4980,US,UT,American Fork,40.375048,-111.787715
4981,C4981,US,UT,Lehi,40.398169,-111.830631
4982,C4982,US,UT,Salt Lake City,40.774987,-111.902495
4983,C4983,US,UT,Lehi,40.370115,-111.845786
4984,C4984,US,UT,Sandy,40.583411,-111.812843
4985,C4985,US,UT,Grantsville,40.588759,-112.427658
4986,C4986,US,UT,Kaysville,41.017876,-111.923556
4987,C4987,US,UT,Orem,40.27644,-111.691747
4988,C4988,US,UT,Orem,40.321828,-111.710468
4989,C4989,US,UT,Lehi,40.392162,-111.905981
4990,C4990,US,UT,Orem,40.276496,-111.690883
4991,C4991,US,UT,Orem,40.276376,-111.691502
4992,C4992,US,UT,South Jordan,40.54003,-112.028173
4993,C4993,US,UT,Salt Lake City,40.71265,-111.833596
4994,C4994,US,UT,Herriman,40.478923,-111.978439
4995,C4995,US,UT,Salt Lake City,40.714504,-111.833115
4996,C4996,US,UT,Millcreek,40.680999,-111.888627
4997,C4997,US,UT,Salt Lake City,40.768103,-111.904682
4998,C4998,US,UT,South Salt Lake,40.723447,-111.89464
4999,C4999,US,UT,Saratoga Springs,40.405469,-111.935898
5000,C5000,US,UT,Salt Lake City,40.712446,-111.834396
5001,C5001,US,UT,Lehi,40.436527,-111.881775
5002,C5002,US,UT,South Jordan,40.54998,-111.898013
5003,C5003,US,UT,Salt Lake City,40.787428,-111.982606
5004,C5004,US,UT,Salt Lake City,40.723439,-111.839846
5005,C5005,US,UT,Provo,40.294604,-111.650024
5006,C5006,US,UT,Orem,40.296115,-111.668666
5007,C5007,US,UT,Kaysville,41.018072,-111.924576
5008,C5008,US,UT,Holladay,40.645264,-111.838805
5009,C5009,US,UT,Saratoga Springs,40.302774,-111.886329
5010,C5010,US,UT,Sandy,40.602779,-111.85511
5011,C5011,US,UT,Salt Lake City,40.766864,-111.905972
5012,C5012,US,UT,Salt Lake City,40.726169,-111.838182
5013,C5013,US,UT,Farmington,40.980472,-111.92048
5014,C5014,US,UT,Orem,40.294875,-111.668561
5015,C5015,US,UT,Holladay,40.663524,-111.826503
5016,C5016,US,UT,American Fork,40.374573,-111.787698
5017,C5017,US,UT,North Salt Lake,40.858315,-111.900418
5018,C5018,US,UT,South Jordan,40.571284,-111.910224
5019,C5019,US,UT,Salt Lake City,40.656196,-111.978134
5020,C5020,US,UT,Lehi,40.414032,-111.876963
5021,C5021,US,UT,Salt Lake City,40.76217,-111.874281
5022,C5022,US,UT,Woods Cross,40.875408,-111.901487
5023,C5023,US,UT,Farmington,41.001126,-111.903173
5024,C5024,US,UT,South Jordan,40.55957,-111.901972
5025,C5025,US,UT,South Jordan,40.559993,-111.901266
5026,C5026,US,UT,Holladay,40.645906,-111.838739
5027,C5027,US,UT,Orem,40.294328,-111.667789
5028,C5028,US,UT,South Salt Lake,40.695048,-111.908522
5029,C5029,US,UT,South Jordan,40.559928,-111.902128
5030,C5030,US,UT,South Jordan,40.559166,-111.902877
5031,C5031,US,UT,South Jordan,40.55865,-111.902609
5032,C5032,US,UT,Salt Lake City,40.76035,-111.891244
5033,C5033,US,UT,Salt Lake City,40.787804,-111.982571
5034,C5034,US,UT,Lehi,40.390172,-111.828874
5035,C5035,US,UT,South Jordan,40.559412,-111.902119
5036,C5036,US,UT,Salt Lake City,40.713754,-111.828664
5037,C5037,US,UT,Orem,40.269812,-111.691598
5038,C5038,US,UT,Salt Lake City,40.76689,-111.905296
5039,C5039,US,UT,Park City,40.718529,-111.541343
5040,C5040,US,UT,Lehi,40.449861,-111.894594
5041,C5041,US,UT,Salt Lake City,40.773227,-111.894035
5042,C5042,US,UT,Orem,40.295167,-111.668538
5043,C5043,US,UT,Salt Lake City,40.766206,-111.927662
5044,C5044,US,UT,Salt Lake City,40.709241,-111.856777
5045,C5045,US,UT,South Jordan,40.548824,-111.896275
5046,C5046,US,UT,American Fork,40.366274,-111.783926
5047,C5047,US,UT,South Jordan,40.550079,-111.897834
5048,C5048,US,UT,Salt Lake City,40.72466,-111.86753
5049,C5049,US,UT,South Jordan,40.548881,-111.898062
5050,C5050,US,UT,Murray,40.657281,-111.898455
5051,C5051,US,UT,South Jordan,40.558311,-111.902666
5052,C5052,US,UT,South Jordan,40.549746,-111.898538
5053,C5053,US,UT,South Jordan,40.561914,-112.003671
5054,C5054,US,UT,Sandy,40.567294,-111.878437
5055,C5055,US,UT,Murray,40.672455,-111.872728
5056,C5056,US,UT,Provo,40.24328,-111.657858
5057,C5057,US,UT,Salt Lake City,40.764364,-111.934435
5058,C5058,US,UT,Draper,40.475803,-111.837534
5059,C5059,US,UT,Salt Lake City,40.709279,-111.856743
5060,C5060,US,UT,South Jordan,40.559917,-111.902331
5061,C5061,US,UT,South Jordan,40.559979,-111.902904
5062,C5062,US,UT,Vineyard,40.302776,-111.746724
5063,C5063,US,UT,American Fork,40.375911,-111.787437
5064,C5064,US,UT,South Jordan,40.550449,-111.898507
5065,C5065,US,UT,Herriman,40.509309,-112.025112
5066,C5066,US,UT,South Jordan,40.558723,-111.901722
5067,C5067,US,UT,South Jordan,40.551222,-111.898691
5068,C5068,US,UT,Clearfield,41.094431,-111.99179
5069,C5069,US,UT,North Salt Lake,40.858548,-111.933747
5070,C5070,US,UT,South Jordan,40.550733,-111.898746
5071,C5071,US,UT,Salt Lake City,40.764775,-111.866981
5072,C5072,US,UT,South Jordan,40.559325,-111.90244
5073,C5073,US,UT,South Jordan,40.559506,-111.902713
5074,C5074,US,UT,South Jordan,40.559254,-111.902258
5075,C5075,US,UT,Salt Lake City,40.729713,-111.895861
5076,C5076,US,UT,Sandy,40.573307,-111.806977
5077,C5077,US,UT,West Jordan,40.605694,-111.935456
5078,C5078,US,UT,Bountiful,40.875556,-111.895411
5079,C5079,US,UT,Herriman,40.477252,-111.977434
5080,C5080,US,UT,Lindon,40.345362,-111.693034
5081,C5081,US,UT,South Jordan,40.559278,-111.902547
5082,C5082,US,UT,South Jordan,40.562362,-111.928875
5083,C5083,US,UT,Bountiful,40.852463,-111.88967
5084,C5084,US,UT,Kaysville,41.013567,-111.956
5085,C5085,US,UT,North Salt Lake,40.858945,-111.901423
5086,C5086,US,UT,South Jordan,40.559249,-111.902313
5087,C5087,US,UT,South Jordan,40.559059,-111.902052
5088,C5088,US,UT,South Jordan,40.559833,-111.90219
5089,C5089,US,UT,Sandy,40.594074,-111.818052
5090,C5090,US,UT,American Fork,40.374609,-111.786282
5091,C5091,US,UT,Farmington,40.986463,-111.907657
5092,C5092,US,UT,Salt Lake City,40.767637,-111.877887
5093,C5093,US,UT,Salt Lake City,40.806653,-111.947767
5094,C5094,US,UT,South Jordan,40.550288,-111.898504
5095,C5095,US,UT,West Jordan,40.596505,-111.938386
5096,C5096,US,UT,Vineyard,40.303332,-111.746413
5097,C5097,US,UT,West Valley City,40.687035,-111.97862
5098,C5098,US,UT,Saratoga Springs,40.377618,-111.947604
5099,C5099,US,UT,North Salt Lake,40.859914,-111.935084
5100,C5100,US,UT,Orem,40.287331,-111.689198
5101,C5101,US,UT,South Jordan,40.558249,-111.90156
5102,C5102,US,UT,Millcreek,40.685814,-111.865598
5103,C5103,US,UT,Eden,41.323301,-111.839786
5104,C5104,US,UT,Eden,41.32179,-111.840693
5105,C5105,US,UT,Salt Lake City,40.773847,-111.877436
5106,C5106,US,UT,Bountiful,40.888729,-111.891912
5107,C5107,US,UT,Bountiful,40.852376,-111.890031
5108,C5108,US,UT,South Jordan,40.560152,-111.901637
5109,C5109,US,UT,Layton,41.046661,-111.994315
5110,C5110,US,UT,South Salt Lake,40.712662,-111.896372
5111,C5111,US,UT,Salt Lake City,40.806919,-111.94776
5112,C5112,US,UT,Salt Lake City,40.775228,-111.876651
5113,C5113,US,UT,Saratoga Springs,40.370653,-111.93008
5114,C5114,US,UT,Provo,40.232392,-111.702545
5115,C5115,US,UT,South Salt Lake,40.729266,-111.892207
5116,C5116,US,UT,Bountiful,40.851176,-111.887957
5117,C5117,US,UT,Sandy,40.592923,-111.816619
5118,C5118,US,UT,Lehi,40.438682,-111.886532
5119,C5119,US,UT,South Jordan,40.559502,-111.902689
5120,C5120,US,UT,Mapleton,40.123729,-111.564546
5121,C5121,US,UT,South Jordan,40.558829,-111.901278
5122,C5122,US,UT,South Jordan,40.560054,-111.902034
5123,C5123,US,UT,Orem,40.294288,-111.670456
5124,C5124,US,UT,Bountiful,40.850645,-111.889638
5125,C5125,US,UT,South Jordan,40.559364,-111.90247
5126,C5126,US,UT,South Jordan,40.558259,-111.902371
5127,C5127,US,UT,Riverton,40.519627,-112.007272
5128,C5128,US,UT,South Jordan,40.558531,-111.902989
5129,C5129,US,UT,Orem,40.301234,-111.673886
5130,C5130,US,UT,Eagle Mountain,40.360288,-111.948022
5131,C5131,US,UT,Farr West,41.320543,-112.037353
5132,C5132,US,UT,South Jordan,40.560101,-111.90188
5133,C5133,US,UT,South Jordan,40.558769,-111.903431
5134,C5134,US,UT,South Jordan,40.559457,-111.90249
5135,C5135,US,UT,North Salt Lake,40.858215,-111.901356
5136,C5136,US,UT,Bountiful,40.851352,-111.890561
5137,C5137,US,CA,Roseville,38.767113,-121.267476
5138,C5138,US,CA,Sacramento,38.722798,-121.393772
5139,C5139,US,CA,Sacramento,38.722831,-121.393603
5140,C5140,US,CA,Sacramento,38.723261,-121.395458
5141,C5141,US,CA,Sacramento,38.725277,-121.395007
5142,C5142,US,CA,Roseville,38.768314,-121.267666
5143,C5143,US,CA,West Sacramento,38.546577,-121.551735
5144,C5144,US,CA,Pleasanton,37.633365,-121.807681
5145,C5145,US,CA,Sacramento,38.623203,-121.434749
5146,C5146,US,CA,Sacramento,38.657786,-121.347882
5147,C5147,US,CA,Sacramento,38.464108,-121.362259
5148,C5148,US,CA,Sacramento,38.654507,-121.525678
5149,C5149,US,CA,Fair Oaks,38.651251,-121.308241
5150,C5150,US,CA,Sacramento,38.673197,-121.501215
5151,C5151,US,CA,Fair Oaks,38.650121,-121.306954
5152,C5152,US,CA,Sacramento,38.724216,-121.39436
5153,C5153,US,CA,Sacramento,38.605583,-121.539522
5154,C5154,US,CA,Sacramento,38.665523,-121.540089
5155,C5155,US,CA,Plumas Lake,39.020466,-121.549971
5156,C5156,US,CA,Roseville,38.806403,-121.323557
5157,C5157,US,CA,Citrus Heights,38.686169,-121.295257
5158,C5158,US,CA,Elk Grove,38.408412,-121.415073
5159,C5159,US,CA,Sacramento,38.465678,-121.363878
5160,C5160,US,CA,Roseville,38.766453,-121.267826
5161,C5161,US,CA,Yuba City,39.13177,-121.60466
5162,C5162,US,CA,Sacramento,38.654645,-121.525744
5163,C5163,US,CA,Sacramento,38.46419,-121.363464
5164,C5164,US,CA,Sacramento,38.60692,-121.540006
5165,C5165,US,CA,Elk Grove,38.409289,-121.414005
5166,C5166,US,CA,Sacramento,38.564011,-121.359681
5167,C5167,US,CA,Rancho Murieta,38.507134,-121.084944
5168,C5168,US,CA,Elk Grove,38.386548,-121.436671
5169,C5169,US,CA,Sacramento,38.673681,-121.501289
5170,C5170,US,CA,Citrus Heights,38.706688,-121.312454
5171,C5171,US,CA,Sacramento,38.498135,-121.525738
5172,C5172,US,CA,Sacramento,38.664759,-121.52877
5173,C5173,US,CA,Daly City,37.674208,-122.484539
5174,C5174,US,CA,Sacramento,38.564357,-121.359879
5175,C5175,US,CA,Loomis,38.823062,-121.183249
5176,C5176,US,CA,Elk Grove,38.387192,-121.436341
5177,C5177,US,CA,Sacramento,38.66912,-121.517737
5178,C5178,US,CA,Elk Grove,38.387182,-121.437242
5179,C5179,US,CA,Elk Grove,38.416999,-121.407307
5180,C5180,US,CA,Sacramento,38.65472,-121.526004
5181,C5181,US,CA,Sacramento,38.654739,-121.52592
5182,C5182,US,CA,Plumas Lake,39.021148,-121.549206
5183,C5183,US,CA,Sacramento,38.656065,-121.52561
5184,C5184,US,CA,Elk Grove,38.407751,-121.478419
5185,C5185,US,CA,Sacramento,38.67333,-121.501449
5186,C5186,US,CA,Rancho Cordova,38.552168,-121.238754
5187,C5187,US,CA,Carmichael,38.595618,-121.345765
5188,C5188,US,CA,Sacramento,38.497682,-121.422146
5189,C5189,US,CA,West Sacramento,38.538097,-121.568524
5190,C5190,US,CA,Elk Grove,38.388712,-121.437689
5191,C5191,US,CA,Pleasanton,37.633552,-121.807254
5192,C5192,US,CA,Stockton,38.03578,-121.294298
5193,C5193,US,CA,Citrus Heights,38.683403,-121.281819
5194,C5194,US,CA,Roseville,38.794289,-121.331081
5195,C5195,US,CA,Mountain House,37.758479,-121.535714
5196,C5196,US,CA,Sacramento,38.466271,-121.362979
5197,C5197,US,CA,Citrus Heights,38.705642,-121.312227
5198,C5198,US,CA,Tracy,37.753733,-121.461208
5199,C5199,US,CA,Walnut Creek,37.907449,-122.054672
5200,C5200,US,CA,Tracy,37.760363,-121.554654
5201,C5201,US,CA,Elk Grove,38.445948,-121.373584
5202,C5202,US,CA,South San Francisco,37.651795,-122.397856
5203,C5203,US,CA,Sacramento,38.546527,-121.356472
5204,C5204,US,CA,Mountain House,37.759566,-121.552589
5205,C5205,US,CA,Citrus Heights,38.685973,-121.295162
5206,C5206,US,CA,Loomis,38.823031,-121.183211
5207,C5207,US,CA,Sacramento,38.542482,-121.458469
5208,C5208,US,CA,San Bruno,37.617658,-122.441869
5209,C5209,US,CA,Fair Oaks,38.661777,-121.299859
5210,C5210,US,CA,Elk Grove,38.387078,-121.436779
5211,C5211,US,CA,Mountain House,37.760728,-121.55174
5212,C5212,US,CA,Citrus Heights,38.682996,-121.281756
5213,C5213,US,CA,Antelope,38.721939,-121.358803
5214,C5214,US,CA,Elk Grove,38.446015,-121.373927
5215,C5215,US,CA,Roseville,38.74736,-121.247048
5216,C5216,US,CA,Antelope,38.722347,-121.359253
5217,C5217,US,CA,Sacramento,38.56265,-121.50937
5218,C5218,US,CA,Chico,39.72907,-121.845882
5219,C5219,US,CA,Oakland,37.740291,-122.198561
5220,C5220,US,CA,Walnut Creek,37.891402,-122.076243
5221,C5221,US,CA,Elk Grove,38.446588,-121.373824
5222,C5222,US,CA,Irvine,33.680501,-117.836847
5223,C5223,US,CA,Irvine,33.680147,-117.836714
5224,C5224,US,CA,Irvine,33.671409,-117.836747
5225,C5225,US,CA,Costa Mesa,33.639935,-117.932852
5226,C5226,US,CA,Costa Mesa,33.640216,-117.932294
5227,C5227,US,CA,Irvine,33.680496,-117.836092
5228,C5228,US,CA,Costa Mesa,33.639637,-117.932326
5229,C5229,US,CA,Costa Mesa,33.64029,-117.932838
5230,C5230,US,CA,Santa Ana,33.719178,-117.895076
5231,C5231,US,CA,Costa Mesa,33.640076,-117.932415
5232,C5232,US,CA,Irvine,33.68048,-117.836731
5233,C5233,US,CA,Newport Beach,33.671123,-117.862293
5234,C5234,US,CA,Costa Mesa,33.640081,-117.932135
5235,C5235,US,CA,Newport Beach,33.670992,-117.861932
5236,C5236,US,CA,Irvine,33.684802,-117.761822
5237,C5237,US,CA,Irvine,33.671722,-117.837271
5238,C5238,US,CA,Newport Beach,33.670523,-117.862719
5239,C5239,US,CA,Irvine,33.672363,-117.837813
5240,C5240,US,CA,Newport Beach,33.645143,-117.866408
5241,C5241,US,CA,Irvine,33.670944,-117.836499
5242,C5242,US,CA,Costa Mesa,33.651681,-117.914952
5243,C5243,US,CA,Newport Beach,33.67102,-117.862232
5244,C5244,US,CA,Huntington Beach,33.717884,-118.037641
5245,C5245,US,CA,Irvine,33.69018,-117.833144
5246,C5246,US,CA,Irvine,33.680449,-117.837265
5247,C5247,US,CA,Santa Ana,33.675936,-117.866792
5248,C5248,US,CA,Irvine,33.678447,-117.817165
5249,C5249,US,CA,Mission Viejo,33.617855,-117.688673
5250,C5250,US,CA,Irvine,33.680839,-117.836198
5251,C5251,US,CA,Irvine,33.665463,-117.794837
5252,C5252,US,CA,Santa Ana,33.697928,-117.891204
5253,C5253,US,CA,Newport Beach,33.640347,-117.881739
5254,C5254,US,CA,Newport Beach,33.670695,-117.862229
5255,C5255,US,CA,Costa Mesa,33.640523,-117.931927
5256,C5256,US,CA,Irvine,33.680757,-117.836393
5257,C5257,US,CA,Newport Beach,33.644942,-117.86665
5258,C5258,US,CA,Newport Beach,33.645075,-117.865277
5259,C5259,US,CA,Santa Ana,33.719018,-117.895634
5260,C5260,US,CA,Irvine,33.670929,-117.838162
5261,C5261,US,CA,Westminster,33.746283,-118.012524
5262,C5262,US,CA,Costa Mesa,33.685058,-117.866834
5263,C5263,US,CA,Irvine,33.680322,-117.837041
5264,C5264,US,CA,Irvine,33.665869,-117.760194
5265,C5265,US,CA,Ladera Ranch,33.534239,-117.597235
5266,C5266,US,CA,Costa Mesa,33.63995,-117.932353
5267,C5267,US,CA,Fountain Valley,33.704533,-117.973357
5268,C5268,US,CA,Santa Ana,33.698738,-117.864644
5269,C5269,US,CA,Irvine,33.67253,-117.838707
5270,C5270,US,CA,Santa Ana,33.704441,-117.852474
5271,C5271,US,CA,Costa Mesa,33.640207,-117.932341
5272,C5272,US,CA,Newport Beach,33.670424,-117.862358
5273,C5273,US,CA,Irvine,33.681261,-117.836431
5274,C5274,US,CA,Huntington Beach,33.71546,-118.067809
5275,C5275,US,CA,Irvine,33.681022,-117.83763
5276,C5276,US,CA,Santa Ana,33.704177,-117.855427
5277,C5277,US,CA,Irvine,33.687123,-117.711266
5278,C5278,US,CA,Irvine,33.693439,-117.745113
5279,C5279,US,CA,Mission Viejo,33.6158,-117.684749
5280,C5280,US,CA,Anaheim,33.836588,-117.915767
5281,C5281,US,CA,Huntington Beach,33.702535,-117.995267
5282,C5282,US,CA,Irvine,33.699515,-117.731133
5283,C5283,US,CA,Irvine,33.648679,-117.82096
5284,C5284,US,CA,Newport Beach,33.659719,-117.862284
5285,C5285,US,CA,Fountain Valley,33.720024,-117.967023
5286,C5286,US,CA,Costa Mesa,33.630692,-117.917382
5287,C5287,US,CA,Irvine,33.671942,-117.838162
5288,C5288,US,CA,Tustin,33.735711,-117.787803
5289,C5289,US,CA,Brea,33.922749,-117.879693
5290,C5290,US,CA,Santa Ana,33.678179,-117.861912
5291,C5291,US,CA,Lake Forest,33.670599,-117.683061
5292,C5292,US,CA,Mission Viejo,33.615795,-117.684792
5293,C5293,US,CA,Newport Beach,33.660291,-117.861753
5294,C5294,US,CA,Costa Mesa,33.640123,-117.93215
5295,C5295,US,CA,Huntington Beach,33.70458,-117.993142
5296,C5296,US,CA,Costa Mesa,33.679817,-117.92159
5297,C5297,US,CA,Santa Ana,33.704216,-117.853595
5298,C5298,US,CA,Los Angeles,34.064619,-118.236609
5299,C5299,US,CA,Irvine,33.700536,-117.714131
5300,C5300,US,CA,Santa Ana,33.747176,-117.94206
5301,C5301,US,CA,Fullerton,33.884605,-117.87131
5302,C5302,US,CA,Huntington Beach,33.643086,-117.961324
5303,C5303,US,CA,Anaheim,33.796542,-117.88539
5304,C5304,US,CA,Costa Mesa,33.670119,-117.923293
5305,C5305,US,CA,Garden Grove,33.766029,-117.928342
5306,C5306,US,CA,Anaheim,33.803663,-117.896475
5307,C5307,US,CA,Irvine,33.645409,-117.748167
5308,C5308,US,CA,Irvine,33.64521,-117.748517
5309,C5309,US,CA,Aliso Viejo,33.566192,-117.736014
5310,C5310,US,CA,Irvine,33.693285,-117.716399
5311,C5311,US,CA,Irvine,33.68484,-117.803257
5312,C5312,US,CA,Costa Mesa,33.678669,-117.88434
5313,C5313,US,CA,Pico Rivera,34.008656,-118.065215
5314,C5314,US,CA,Anaheim,33.83609,-117.914827
5315,C5315,US,CA,Mission Viejo,33.592195,-117.645122
5316,C5316,US,CA,Santa Ana,33.76316,-117.859946
5317,C5317,US,CA,Huntington Beach,33.691631,-117.988756
5318,C5318,US,CA,Irvine,33.654175,-117.750333
5319,C5319,US,CA,Irvine,33.645304,-117.749007
5320,C5320,US,CA,Lake Forest,33.635415,-117.714237
5321,C5321,US,CA,Redondo Beach,33.873567,-118.373656
5322,C5322,US,CA,Irvine,33.655696,-117.756471
5323,C5323,US,CA,Los Angeles,34.064223,-118.236413
5324,C5324,US,CA,Irvine,33.654374,-117.751196
5325,C5325,US,CA,Santa Ana,33.703889,-117.852593
