,car_index,fuelType,owner_id,vehicle_make,vehicle_model,vehicle_type,vehicle_year
4646,C4646,HYBRID,10537511,Toyota,Corolla Hybrid,car,2020
4647,C4647,GASOLINE,663789,Dodge,Caravan,minivan,2007
4648,C4648,GASOLINE,6368795,Kia,Soul,car,2016
4649,C4649,GASOLINE,1006943,Toyota,Sienna,minivan,2018
4650,C4650,GASOLINE,2562283,Nissan,Versa,car,2012
4651,C4651,ELECTRIC,1536124,Chevrolet,Bolt EV,car,2019
4652,C4652,GASOLINE,10031091,Nissan,Altima,car,2017
4653,C4653,GASOLINE,3850899,Subaru,Impreza,car,2019
4654,C4654,GASOLINE,663789,Honda,Civic,car,2008
4655,C4655,GASOLINE,11076021,Honda,Odyssey,minivan,2013
4656,C4656,GASOLINE,404233,Chevrolet,Aveo,car,2010
4657,C4657,GASOLINE,663789,Mazda,6,car,2006
4658,C4658,GASOLINE,13165859,Porsche,Cayenne,suv,2014
4659,C4659,HYBRID,1006943,Lexus,CT 200h,car,2014
4660,C4660,HYBRID,5347012,Toyota,RAV4 Hybrid,suv,2018
4661,C4661,GASOLINE,13785187,Ford,Mustang,car,2018
4662,C4662,GASOLINE,1343486,Land Rover,Range Rover Sport,suv,2011
4663,C4663,GASOLINE,3237150,Jeep,Wrangler,suv,2018
4664,C4664,GASOLINE,5103874,Maserati,Ghibli,car,2014
4665,C4665,GASOLINE,3965077,Toyota,Highlander,suv,2019
4666,C4666,DIESEL,6791294,Chevrolet,Silverado 2500HD,truck,2009
4667,C4667,HYBRID,5347012,Toyota,Prius,car,2015
4668,C4668,HYBRID,5347012,Toyota,Prius,car,2013
4669,C4669,GASOLINE,5837189,Ford,F-150,truck,2008
4670,C4670,GASOLINE,5241913,Toyota,Corolla,car,2010
4671,C4671,GASOLINE,13165859,Ford,Edge,suv,2019
4672,C4672,GASOLINE,10152330,Mercedes-Benz,E-Class,car,2017
4673,C4673,GASOLINE,14279997,Mercedes-Benz,C-Class,car,2012
4674,C4674,GASOLINE,10496716,Honda,Fit,car,2011
4675,C4675,GASOLINE,6299645,Chevrolet,Tahoe,suv,2018
4676,C4676,GASOLINE,11173785,Volkswagen,Touareg,suv,2014
4677,C4677,GASOLINE,1618497,Nissan,GT-R,car,2016
4678,C4678,GASOLINE,11679913,Dodge,Grand Caravan,minivan,2018
4679,C4679,GASOLINE,13601046,Porsche,Boxster,car,2010
4680,C4680,GASOLINE,8847689,Mazda,3,car,2016
4681,C4681,ELECTRIC,3955147,smart,fortwo,car,2018
4682,C4682,GASOLINE,4213651,BMW,6 Series,car,2015
4683,C4683,GASOLINE,9704656,BMW,5 Series,car,2016
4684,C4684,GASOLINE,15078908,Volkswagen,Jetta,car,2016
4685,C4685,HYBRID,1935086,Chevrolet,Silverado 1500 Hybrid,truck,2012
4686,C4686,HYBRID,6355405,BMW,I8,car,2019
4687,C4687,ELECTRIC,1028762,Tesla,Model S,car,2013
4688,C4688,GASOLINE,6355405,Land Rover,Range Rover Velar,suv,2018
4689,C4689,GASOLINE,1918290,Chevrolet,Traverse,suv,2012
4690,C4690,GASOLINE,11679913,Honda,Civic Sedan,car,2019
4691,C4691,GASOLINE,604362,Jeep,Wrangler Unlimited,suv,2019
4692,C4692,ELECTRIC,11082850,Tesla,Model 3,car,2019
4693,C4693,GASOLINE,1028762,Polaris,Slingshot,car,2016
4694,C4694,GASOLINE,604362,Audi,Q3,suv,2018
4695,C4695,GASOLINE,15078908,Volkswagen,Jetta,car,2014
4696,C4696,GASOLINE,9328064,Mercedes-Benz,GLC-Class,suv,2017
4697,C4697,GASOLINE,9328064,BMW,X5,suv,2017
4698,C4698,GASOLINE,15078908,Volkswagen,Jetta,car,2012
4699,C4699,GASOLINE,15507293,Hyundai,Elantra,car,2013
4700,C4700,GASOLINE,4913720,Volkswagen,Atlas,suv,2019
4701,C4701,GASOLINE,15794863,Toyota,Camry,car,2018
4702,C4702,GASOLINE,9328064,Land Rover,Range Rover Evoque,suv,2013
4703,C4703,GASOLINE,13601046,Audi,Q3,suv,2017
4704,C4704,GASOLINE,3140152,Chevrolet,Camaro,car,2015
4705,C4705,GASOLINE,13601046,Audi,Q5,suv,2014
4706,C4706,GASOLINE,13601046,Audi,A3,car,2016
4707,C4707,GASOLINE,3140152,Chevrolet,Camaro,car,2016
4708,C4708,GASOLINE,9328064,Audi,Q5,suv,2016
4709,C4709,GASOLINE,6574926,Jeep,Wrangler,suv,2015
4710,C4710,GASOLINE,4913720,Volkswagen,Tiguan,suv,2018
4711,C4711,HYBRID,4392846,BMW,I8,car,2019
4712,C4712,GASOLINE,8198146,Ford,Mustang,car,2018
4713,C4713,GASOLINE,6574926,Dodge,Durango,suv,2013
4714,C4714,GASOLINE,323561,Chevrolet,Silverado 1500,truck,2012
4715,C4715,GASOLINE,2931650,Dodge,Grand Caravan,minivan,2012
4716,C4716,GASOLINE,5764964,Chrysler,Pacifica,minivan,2017
4717,C4717,GASOLINE,11082850,Toyota,Corolla,car,2020
4718,C4718,GASOLINE,10413560,Honda,CR-V,suv,2008
4719,C4719,GASOLINE,3140152,Ford,Fusion,car,2017
4720,C4720,GASOLINE,4793078,Nissan,Murano,suv,2010
4721,C4721,GASOLINE,4913720,Volkswagen,Jetta,car,2019
4722,C4722,GASOLINE,10413560,Kia,Spectra,car,2009
4723,C4723,GASOLINE,8198146,Kia,Sedona,minivan,2015
4724,C4724,GASOLINE,449556,Lincoln,MKZ,car,2014
4725,C4725,GASOLINE,6993507,Toyota,Corolla,car,2016
4726,C4726,GASOLINE,3140152,Nissan,Sentra,car,2017
4727,C4727,GASOLINE,6993507,Hyundai,Sonata,car,2013
4728,C4728,GASOLINE,3158815,Honda,CR-V,suv,2018
4729,C4729,GASOLINE,6598076,Ford,Mustang,car,2015
4730,C4730,GASOLINE,3140152,Ford,Focus,car,2016
4731,C4731,GASOLINE,3886105,Chevrolet,Equinox,suv,2015
4732,C4732,GASOLINE,5764964,Volkswagen,Tiguan,suv,2018
4733,C4733,GASOLINE,6598076,Jaguar,XF,car,2013
4734,C4734,GASOLINE,3886105,Ford,Fusion,car,2015
4735,C4735,GASOLINE,3886105,Ford,Fusion,car,2013
4736,C4736,GASOLINE,3158815,Hyundai,Elantra,car,2019
4737,C4737,GASOLINE,3158815,Hyundai,Elantra,car,2019
4738,C4738,GASOLINE,449556,Nissan,Altima,car,2015
4739,C4739,GASOLINE,6993507,Nissan,Altima,car,2013
4740,C4740,GASOLINE,5764964,Volkswagen,Jetta,car,2016
4741,C4741,GASOLINE,3886105,Kia,Optima,car,2012
4742,C4742,GASOLINE,8198146,Kia,Soul,car,2018
4743,C4743,GASOLINE,8198146,Mitsubishi,Outlander,suv,2017
4744,C4744,GASOLINE,11481835,Jeep,Cherokee,suv,2015
4745,C4745,GASOLINE,6993507,Hyundai,Sonata,car,2010
4746,C4746,GASOLINE,449556,Nissan,Altima,car,2011
4747,C4747,GASOLINE,8198146,Hyundai,Elantra,car,2020
4748,C4748,GASOLINE,449556,Nissan,Versa,car,2019
4749,C4749,GASOLINE,449556,Nissan,Versa,car,2015
4750,C4750,GASOLINE,6598076,FIAT,500,car,2012
4751,C4751,GASOLINE,5764964,Hyundai,Accent,car,2018
4752,C4752,GASOLINE,10219920,Hyundai,Accent,car,2017
4753,C4753,GASOLINE,449556,Chevrolet,Aveo,car,2011
4754,C4754,GASOLINE,2661711,Chevrolet,Corvette,car,2017
4755,C4755,ELECTRIC,254719,Tesla,Model S,car,2013
4756,C4756,GASOLINE,8316833,Jaguar,F-TYPE,car,2020
4757,C4757,GASOLINE,6630342,Porsche,718 Boxster,car,2017
4758,C4758,GASOLINE,9996905,Mazda,MX-5 Miata,car,2017
4759,C4759,GASOLINE,4993965,Honda,Accord,car,2009
4760,C4760,HYBRID,14677849,Chevrolet,Volt,car,2013
4761,C4761,GASOLINE,487015,BMW,Z4,car,2011
4762,C4762,GASOLINE,6630342,Porsche,911,car,2013
4763,C4763,GASOLINE,487015,Land Rover,Range Rover Sport,suv,2014
4764,C4764,GASOLINE,487015,Ford,Mustang,car,2016
4765,C4765,GASOLINE,487015,BMW,4 Series,car,2014
4766,C4766,HYBRID,431467,Honda,Accord Hybrid,car,2015
4767,C4767,ELECTRIC,5671513,Tesla,Model S,car,2017
4768,C4768,GASOLINE,487015,BMW,2 Series,car,2014
4769,C4769,GASOLINE,117750,BMW,Z4,car,2011
4770,C4770,ELECTRIC,2036735,Tesla,Model X,suv,2016
4771,C4771,GASOLINE,7492380,Volkswagen,Jetta,car,2019
4772,C4772,ELECTRIC,5105,Tesla,Model S,car,2017
4773,C4773,GASOLINE,487015,BMW,3 Series,car,2014
4774,C4774,GASOLINE,11857825,Nissan,Versa,car,2015
4775,C4775,GASOLINE,1122675,Porsche,718 Boxster,car,2017
4776,C4776,GASOLINE,11857825,Volkswagen,Passat,car,2014
4777,C4777,GASOLINE,487015,BMW,3 Series,car,2015
4778,C4778,GASOLINE,4351833,Chevrolet,Corvette Stingray,car,2014
4779,C4779,GASOLINE,1122675,Porsche,718 Boxster,car,2017
4780,C4780,GASOLINE,1122675,Porsche,911,car,2013
4781,C4781,GASOLINE,11857825,Kia,Forte,car,2011
4782,C4782,GASOLINE,11857825,BMW,3 Series,car,2014
4783,C4783,GASOLINE,1122675,Porsche,911,car,2017
4784,C4784,ELECTRIC,9474186,Tesla,Model 3,car,2018
4785,C4785,GASOLINE,487015,Jeep,Grand Cherokee,suv,2014
4786,C4786,GASOLINE,6335822,Mazda,MX-5 Miata,car,2016
4787,C4787,ELECTRIC,845680,Tesla,Model 3,car,2018
4788,C4788,ELECTRIC,8490197,Tesla,Model 3,car,2018
4789,C4789,GASOLINE,487015,Jeep,Wrangler,suv,2015
4790,C4790,HYBRID,4993965,Honda,Civic,car,2008
4791,C4791,GASOLINE,4993965,Toyota,Yaris,car,2009
4792,C4792,ELECTRIC,5207578,Tesla,Model 3,car,2017
4793,C4793,GASOLINE,7973567,BMW,5 Series,car,2014
4794,C4794,GASOLINE,487015,Jeep,Grand Cherokee,suv,2015
4795,C4795,GASOLINE,4993965,Honda,Civic,car,2008
4796,C4796,GASOLINE,11584909,Mercedes-Benz,S-Class,car,2018
4797,C4797,ELECTRIC,1682069,Tesla,Model S,car,2015
4798,C4798,ELECTRIC,2132981,Tesla,Model S,car,2013
4799,C4799,GASOLINE,5318280,Infiniti,QX60,suv,2016
4800,C4800,GASOLINE,1122675,Porsche,Macan,suv,2015
4801,C4801,GASOLINE,1421068,Toyota,4Runner,suv,2019
4802,C4802,GASOLINE,1122675,Porsche,Macan,suv,2015
4803,C4803,GASOLINE,1122675,Porsche,Macan,suv,2015
4804,C4804,GASOLINE,14956396,Nissan,370Z,car,2013
4805,C4805,GASOLINE,1122675,Porsche,Cayenne,suv,2016
4806,C4806,GASOLINE,1122675,Porsche,Macan,suv,2017
4807,C4807,GASOLINE,4351833,Audi,R8,car,2011
4808,C4808,HYBRID,3955019,Ford,Fusion Energi,car,2017
4809,C4809,GASOLINE,4911711,Mercedes-Benz,C-Class,car,2018
4810,C4810,GASOLINE,1122675,Porsche,Cayenne,suv,2016
4811,C4811,GASOLINE,1326611,Toyota,Yaris,car,2015
4812,C4812,HYBRID,5207578,Toyota,Prius Prime,car,2017
4813,C4813,GASOLINE,2495397,Mercedes-Benz,GLE-Class,suv,2016
4814,C4814,GASOLINE,14833905,Ford,Mustang,car,2018
4815,C4815,ELECTRIC,3883774,Tesla,Model X,suv,2017
4816,C4816,HYBRID,5361818,Toyota,Prius,car,2016
4817,C4817,GASOLINE,11072470,BMW,X3,suv,2017
4818,C4818,ELECTRIC,1561528,Tesla,Model S,car,2017
4819,C4819,GASOLINE,91105,Jaguar,F-TYPE,car,2018
4820,C4820,GASOLINE,519460,GMC,Acadia,suv,2010
4821,C4821,GASOLINE,4351833,Porsche,911,car,2013
4822,C4822,ELECTRIC,658808,Tesla,Model 3,car,2018
4823,C4823,GASOLINE,8579071,Honda,Odyssey,minivan,2015
4824,C4824,GASOLINE,11584909,Mercedes-Benz,S-Class,car,2016
4825,C4825,GASOLINE,10905691,BMW,4 Series,car,2018
4826,C4826,ELECTRIC,9474186,Tesla,Model 3,car,2019
4827,C4827,GASOLINE,5207578,Dodge,Grand Caravan,minivan,2015
4828,C4828,GASOLINE,10880232,Toyota,Tundra,truck,2017
4829,C4829,GASOLINE,85053,Ferrari,California,car,2012
4830,C4830,ELECTRIC,1561528,Tesla,Model 3,car,2018
4831,C4831,ELECTRIC,15669245,Tesla,Model 3,car,2020
4832,C4832,GASOLINE,1915471,Jeep,Wrangler,suv,2018
4833,C4833,GASOLINE,14348234,Lincoln,MKC,suv,2015
4834,C4834,GASOLINE,9179533,Chevrolet,HHR,car,2010
4835,C4835,GASOLINE,15366583,Toyota,Tundra,truck,2011
4836,C4836,GASOLINE,2051239,Jeep,Wrangler,suv,2009
4837,C4837,ELECTRIC,10927183,Tesla,Model S,car,2017
4838,C4838,GASOLINE,1920261,Honda,Odyssey,minivan,2008
4839,C4839,GASOLINE,4631371,Audi,S5,car,2018
4840,C4840,GASOLINE,5669087,Infiniti,QX60,suv,2016
4841,C4841,GASOLINE,12716289,Mazda,MX-5 Miata,car,2016
4842,C4842,ELECTRIC,12716289,Tesla,Model 3,car,2017
4843,C4843,ELECTRIC,7794282,Tesla,Model S,car,2013
4844,C4844,GASOLINE,1648803,Mercedes-Benz,CLA-Class,car,2018
4845,C4845,HYBRID,7034848,Toyota,Prius,car,2014
4846,C4846,GASOLINE,1386018,Audi,S5,car,2018
4847,C4847,GASOLINE,703007,Jeep,Wrangler JK,suv,2018
4848,C4848,GASOLINE,13709948,Porsche,718 Boxster,car,2017
4849,C4849,ELECTRIC,287294,Chevrolet,Bolt EV,car,2017
4850,C4850,GASOLINE,4706302,BMW,X5,suv,2019
4851,C4851,GASOLINE,8903606,Chevrolet,Suburban,suv,2013
4852,C4852,ELECTRIC,10595190,Tesla,Model S,car,2018
4853,C4853,HYBRID,1095222,Toyota,Prius Prime,car,2017
4854,C4854,HYBRID,785391,Toyota,Prius Prime,car,2017
4855,C4855,ELECTRIC,10021197,Tesla,Model 3,car,2018
4856,C4856,ELECTRIC,14941319,Tesla,Model 3,car,2020
4857,C4857,GASOLINE,5669087,Toyota,RAV4,suv,2015
4858,C4858,GASOLINE,13709948,Porsche,Boxster,car,2013
4859,C4859,ELECTRIC,416137,Tesla,Model 3,car,2018
4860,C4860,ELECTRIC,3979917,Tesla,Model 3,car,2019
4861,C4861,GASOLINE,1133759,Maserati,Ghibli,car,2017
4862,C4862,,3163110,Tesla,Model 3,car,2018
4863,C4863,,8903606,Polaris,Slingshot,car,2016
4864,C4864,GASOLINE,10364754,Audi,Q7,suv,2014
4865,C4865,HYBRID,3898612,Toyota,Prius Prime,car,2019
4866,C4866,GASOLINE,6657159,Jaguar,F-TYPE,car,2014
4867,C4867,ELECTRIC,15463512,Tesla,Model 3,car,2020
4868,C4868,ELECTRIC,313105,Tesla,Model X,suv,2017
4869,C4869,GASOLINE,1095222,Honda,Odyssey,minivan,2019
4870,C4870,,3163110,Tesla,Model 3,car,2019
4871,C4871,GASOLINE,11587588,Audi,RS 3,car,2018
4872,C4872,ELECTRIC,4302068,Tesla,Model S,car,2014
4873,C4873,GASOLINE,14390945,BMW,M4,car,2016
4874,C4874,GASOLINE,177704,BMW,3 Series,car,2011
4875,C4875,GASOLINE,10146724,Porsche,718 Cayman,car,2018
4876,C4876,,3163110,Tesla,Model 3,car,2019
4877,C4877,GASOLINE,2495397,INFINITI,Q50,car,2018
4878,C4878,GASOLINE,4631371,BMW,X3,suv,2014
4879,C4879,ELECTRIC,313105,Tesla,Model 3,car,2018
4880,C4880,GASOLINE,333431,Chevrolet,Corvette Stingray,car,2014
4881,C4881,GASOLINE,785391,BMW,3 Series,car,2016
4882,C4882,GASOLINE,7985834,Jeep,Wrangler Unlimited,suv,2019
4883,C4883,GASOLINE,861192,Porsche,911,car,2014
4884,C4884,GASOLINE,5529694,BMW,3 Series,car,2009
4885,C4885,GASOLINE,7440180,Honda,Odyssey,minivan,2015
4886,C4886,,3163110,Tesla,Model 3,car,2019
4887,C4887,GASOLINE,7985834,Mercedes-Benz,C-Class,car,2009
4888,C4888,GASOLINE,8283760,Mercedes-Benz,SLK-Class,car,2012
4889,C4889,GASOLINE,8826386,Jeep,Wrangler Unlimited,suv,2019
4890,C4890,GASOLINE,8709542,Lexus,RX 350,suv,2010
4891,C4891,GASOLINE,171725,Ford,Mustang,car,2010
4892,C4892,GASOLINE,3979917,Porsche,Cayenne,suv,2014
4893,C4893,ELECTRIC,3380390,Tesla,Model 3,car,2020
4894,C4894,GASOLINE,5529694,BMW,X5,suv,2008
4895,C4895,GASOLINE,2624546,Chevrolet,Corvette,car,2020
4896,C4896,GASOLINE,1095222,Honda,Civic,car,2012
4897,C4897,GASOLINE,6044994,BMW,M4,car,2018
4898,C4898,GASOLINE,1352583,Mazda,3,car,2018
4899,C4899,GASOLINE,1095222,Honda,Odyssey,minivan,2014
4900,C4900,GASOLINE,7440180,Honda,Odyssey,minivan,2019
4901,C4901,GASOLINE,13709948,Ford,Mustang,car,2017
4902,C4902,GASOLINE,3540258,Ferrari,California,car,2012
4903,C4903,ELECTRIC,6388778,Tesla,Model 3,car,2018
4904,C4904,GASOLINE,1095222,Honda,Odyssey,minivan,2013
4905,C4905,GASOLINE,6326436,Subaru,WRX,car,2018
4906,C4906,HYBRID,1095222,Toyota,Prius,car,2016
4907,C4907,GASOLINE,6326436,Subaru,Ascent,suv,2019
4908,C4908,GASOLINE,1133759,BMW,4 Series,car,2015
4909,C4909,GASOLINE,10146724,Land Rover,Discovery Sport,suv,2016
4910,C4910,ELECTRIC,666668,Tesla,Model 3,car,2019
4911,C4911,ELECTRIC,666668,Tesla,Model 3,car,2018
4912,C4912,ELECTRIC,1006571,Tesla,Model X,suv,2017
4913,C4913,GASOLINE,8826386,Audi,A3,car,2016
4914,C4914,HYBRID,7440180,Toyota,Highlander Hybrid,suv,2020
4915,C4915,ELECTRIC,169205,FIAT,500e,car,2017
4916,C4916,GASOLINE,14408517,BMW,4 Series Gran Coupe,car,2016
4917,C4917,GASOLINE,10443605,Mercedes-Benz,GL-Class,suv,2014
4918,C4918,GASOLINE,785391,Acura,ILX,car,2013
4919,C4919,GASOLINE,8441720,BMW,M3,car,2016
4920,C4920,GASOLINE,299942,BMW,4 Series,car,2018
4921,C4921,,3141071,Tesla,Model 3,car,2018
4922,C4922,GASOLINE,666668,BMW,4 Series,car,2018
4923,C4923,GASOLINE,5930685,Porsche,Boxster,car,2014
4924,C4924,GASOLINE,5529694,BMW,3 Series,car,2008
4925,C4925,GASOLINE,5529694,BMW,3 Series,car,2007
4926,C4926,GASOLINE,1472763,Audi,S4,car,2012
4927,C4927,ELECTRIC,4151001,Tesla,Model 3,car,2018
4928,C4928,GASOLINE,785391,Toyota,Sienna,minivan,2011
4929,C4929,GASOLINE,7440180,Toyota,Highlander,suv,2010
4930,C4930,GASOLINE,14657446,Chevrolet,Tahoe,suv,2016
4931,C4931,GASOLINE,5529694,BMW,X3,suv,2008
4932,C4932,GASOLINE,7972558,Ford,Mustang,car,2014
4933,C4933,GASOLINE,10806906,Volvo,XC90,suv,2018
4934,C4934,ELECTRIC,11796885,Tesla,Model 3,car,2019
4935,C4935,GASOLINE,10021197,Dodge,Challenger,car,2016
4936,C4936,GASOLINE,516526,BMW,M6,car,2007
4937,C4937,GASOLINE,912355,Jeep,Renegade,suv,2017
4938,C4938,GASOLINE,15477698,Mercedes-Benz,GLE-Class Coupe,suv,2017
4939,C4939,GASOLINE,666668,Mercedes-Benz,SLK-Class,car,2015
4940,C4940,GASOLINE,15334925,Subaru,Outback,suv,2018
4941,C4941,ELECTRIC,5101775,Tesla,Model 3,car,2018
4942,C4942,GASOLINE,15334925,Ford,Escape,suv,2013
4943,C4943,ELECTRIC,928293,Tesla,Model S,car,2016
4944,C4944,GASOLINE,3047996,Dodge,Challenger,car,2018
4945,C4945,GASOLINE,4093629,Porsche,Panamera,car,2018
4946,C4946,DIESEL,1792640,Volkswagen,Jetta,car,2012
4947,C4947,ELECTRIC,5101775,Tesla,Model S,car,2015
4948,C4948,HYBRID,7902523,Toyota,Prius v,car,2013
4949,C4949,HYBRID,15649383,Ford,Fusion Hybrid,car,2018
4950,C4950,ELECTRIC,5575852,Tesla,Model 3,car,2019
4951,C4951,GASOLINE,11306288,Honda,Pilot,suv,2013
4952,C4952,GASOLINE,9589027,Audi,A4,car,2011
4953,C4953,GASOLINE,9982770,Toyota,Corolla,car,2015
4954,C4954,GASOLINE,9221275,Jeep,Grand Cherokee,suv,2016
4955,C4955,ELECTRIC,642492,Tesla,Model 3,car,2019
4956,C4956,ELECTRIC,8538138,Tesla,Model S,car,2016
4957,C4957,GASOLINE,3396013,GMC,Yukon XL,suv,2009
4958,C4958,ELECTRIC,11451142,Tesla,Model 3,car,2019
4959,C4959,GASOLINE,10677949,Ford,F-150,truck,2014
4960,C4960,GASOLINE,7902523,Dodge,Grand Caravan,minivan,2018
4961,C4961,GASOLINE,4425885,Toyota,Tundra,truck,2018
4962,C4962,GASOLINE,1792640,Toyota,Sienna,minivan,2008
4963,C4963,GASOLINE,14903235,Lexus,GX 460,suv,2017
4964,C4964,GASOLINE,5575852,Infiniti,QX60,suv,2015
4965,C4965,GASOLINE,1985680,Audi,RS 5,car,2013
4966,C4966,GASOLINE,4325673,Audi,Q7,suv,2015
4967,C4967,GASOLINE,3084401,Ford,F-150,truck,2016
4968,C4968,GASOLINE,2450744,Chevrolet,Suburban,suv,2017
4969,C4969,GASOLINE,4395586,Jeep,Wrangler,suv,2014
4970,C4970,ELECTRIC,5101775,Tesla,Model Y,suv,2020
4971,C4971,ELECTRIC,5348628,Tesla,Model 3,car,2018
4972,C4972,ELECTRIC,397761,Tesla,Model Y,suv,2020
4973,C4973,GASOLINE,10648568,Toyota,Highlander,suv,2017
4974,C4974,GASOLINE,1792640,Kia,Sedona,minivan,2016
4975,C4975,GASOLINE,7791670,Jeep,Wrangler,suv,2018
4976,C4976,GASOLINE,10648568,Subaru,Legacy,car,2012
4977,C4977,GASOLINE,3270775,Honda,Odyssey,minivan,2009
4978,C4978,GASOLINE,2450744,Ford,Explorer,suv,2017
4979,C4979,ELECTRIC,11681346,Tesla,Model 3,car,2019
4980,C4980,GASOLINE,4395586,Jeep,Wrangler,suv,2014
4981,C4981,GASOLINE,7507434,Kia,Sedona,minivan,2016
4982,C4982,GASOLINE,10328194,Honda,Pilot,suv,2007
4983,C4983,GASOLINE,8538138,Land Rover,Range Rover Sport,suv,2014
4984,C4984,GASOLINE,9673004,Jeep,Wrangler,suv,2016
4985,C4985,GASOLINE,4426010,Chevrolet,Suburban,suv,2016
4986,C4986,ELECTRIC,11024369,Tesla,Model 3,car,2020
4987,C4987,GASOLINE,2450744,Dodge,Grand Caravan,minivan,2018
4988,C4988,ELECTRIC,11465849,Tesla,Model 3,car,2017
4989,C4989,GASOLINE,14846356,Nissan,Versa,car,2015
4990,C4990,GASOLINE,2450744,Kia,Sorento,suv,2018
4991,C4991,GASOLINE,2450744,Dodge,Dart,car,2015
4992,C4992,GASOLINE,8416877,Subaru,Outback,suv,2014
4993,C4993,GASOLINE,4425885,GMC,Sierra 1500,truck,2017
4994,C4994,GASOLINE,2789802,BMW,3 Series,car,2016
4995,C4995,GASOLINE,4425885,Jeep,Wrangler Unlimited,suv,2019
4996,C4996,DIESEL,9613626,Volkswagen,Jetta,car,2011
4997,C4997,GASOLINE,4325673,Jaguar,XE,car,2017
4998,C4998,GASOLINE,9875430,Chevrolet,Corvette Stingray,car,2014
4999,C4999,DIESEL,15148559,Ford,F-150,truck,2018
5000,C5000,GASOLINE,4425885,Audi,A4,car,2015
5001,C5001,GASOLINE,8863555,GMC,Yukon XL,suv,2015
5002,C5002,GASOLINE,8810918,Nissan,Armada,suv,2019
5003,C5003,DIESEL,13267500,Mercedes-Benz,Sprinter,van,2018
5004,C5004,GASOLINE,750786,Acura,TLX,car,2018
5005,C5005,ELECTRIC,3016050,Tesla,Model 3,car,2020
5006,C5006,GASOLINE,3184754,Jeep,Wrangler,suv,2014
5007,C5007,GASOLINE,11024369,Ford,Explorer,suv,2017
5008,C5008,GASOLINE,7600386,Dodge,Durango,suv,2014
5009,C5009,GASOLINE,5085897,Toyota,Sienna,minivan,2012
5010,C5010,GASOLINE,7714710,Volkswagen,Rabbit,car,2009
5011,C5011,GASOLINE,1422171,Ford,Transit Van,van,2015
5012,C5012,GASOLINE,11271961,Nissan,Armada,suv,2012
5013,C5013,GASOLINE,8739739,FIAT,500L,car,2014
5014,C5014,GASOLINE,3184754,Jeep,Wrangler,suv,2016
5015,C5015,GASOLINE,2433991,Audi,Q7,suv,2015
5016,C5016,GASOLINE,4395586,Ford,Escape,suv,2013
5017,C5017,ELECTRIC,14678809,Tesla,Model 3,car,2018
5018,C5018,GASOLINE,9957045,Subaru,Legacy,car,2017
5019,C5019,GASOLINE,8826367,Infiniti,Q50,car,2014
5020,C5020,ELECTRIC,1098231,Tesla,Model X,suv,2016
5021,C5021,GASOLINE,11290059,Audi,A5 Sportback,car,2019
5022,C5022,ELECTRIC,15346688,Tesla,Model 3,car,2020
5023,C5023,DIESEL,11024369,Mercedes-benz,Sprinter,van,2019
5024,C5024,GASOLINE,8018380,GMC,Sierra 1500,truck,2019
5025,C5025,GASOLINE,8018380,GMC,Yukon XL,suv,2019
5026,C5026,GASOLINE,7600386,Toyota,Tacoma,truck,2011
5027,C5027,GASOLINE,3184754,Ford,F-150,truck,2016
5028,C5028,GASOLINE,1723833,Audi,A4,car,2012
5029,C5029,GASOLINE,8018380,Kia,Stinger,car,2019
5030,C5030,GASOLINE,8018380,GMC,Yukon XL,suv,2019
5031,C5031,GASOLINE,8018380,GMC,Sierra 1500,truck,2019
5032,C5032,GASOLINE,2574865,Hyundai,Santa Fe,suv,2019
5033,C5033,GASOLINE,6908829,Jeep,Grand Cherokee,suv,2014
5034,C5034,GASOLINE,10255612,Ford,Transit Van,van,2015
5035,C5035,GASOLINE,8018380,GMC,Yukon XL,suv,2019
5036,C5036,GASOLINE,4851147,Jeep,Wrangler,suv,2017
5037,C5037,GASOLINE,12033139,Jeep,Cherokee,suv,2015
5038,C5038,GASOLINE,7753218,Jeep,Cherokee,suv,2019
5039,C5039,GASOLINE,14323088,Lincoln,Navigator,suv,2018
5040,C5040,GASOLINE,10833058,Jeep,Wrangler,suv,2016
5041,C5041,GASOLINE,10816234,Mercedes-Benz,GLK-Class,suv,2010
5042,C5042,GASOLINE,3184754,Chevrolet,Suburban,suv,2014
5043,C5043,GASOLINE,7098813,Lincoln,Navigator L,suv,2019
5044,C5044,GASOLINE,7553550,Lincoln,Navigator,suv,2014
5045,C5045,GASOLINE,8810918,Nissan,Altima,car,2019
5046,C5046,GASOLINE,13718476,Toyota,4Runner,suv,2017
5047,C5047,GASOLINE,8810918,Nissan,Rogue Sport,suv,2019
5048,C5048,GASOLINE,1853920,Land Rover,LR4,suv,2013
5049,C5049,GASOLINE,8810918,Nissan,Murano,suv,2019
5050,C5050,GASOLINE,8799678,Toyota,4Runner,suv,2014
5051,C5051,GASOLINE,8810918,Nissan,Altima,car,2019
5052,C5052,GASOLINE,8810918,Nissan,Altima,car,2019
5053,C5053,GASOLINE,1985680,Toyota,Tacoma,truck,2008
5054,C5054,GASOLINE,14912430,Ford,Edge,suv,2017
5055,C5055,GASOLINE,6208109,Audi,Q5,suv,2012
5056,C5056,GASOLINE,15168470,MINI,Cooper,car,2008
5057,C5057,GASOLINE,14735028,Jeep,Wrangler,suv,2014
5058,C5058,GASOLINE,6257911,Hyundai,Santa Fe Sport,suv,2018
