,car_index,rating,renterTripsTaken,reviewCount,rate_daily
2562,C2562,5.0,9,8,65
2563,C2563,4.95,84,55,34
2564,C2564,4.9,102,70,25
2565,C2565,,0,0,55
2566,C2566,4.83,38,35,54
2567,C2567,4.82,147,113,29
2568,C2568,4.8,99,71,25
2569,C2569,4.92,14,13,75
2570,C2570,4.97,46,40,25
2571,C2571,4.91,52,47,25
2572,C2572,4.95,62,56,23
2573,C2573,5.0,4,3,44
2574,C2574,5.0,21,18,51
2575,C2575,4.94,63,51,47
2576,C2576,,2,0,50
2577,C2577,5.0,3,3,36
2578,C2578,4.92,40,38,87
2579,C2579,5.0,9,7,36
2580,C2580,5.0,76,74,102
2581,C2581,4.98,59,54,60
2582,C2582,5.0,7,7,60
2583,C2583,4.86,47,42,58
2584,C2584,4.73,35,30,46
2585,C2585,4.98,67,59,78
2586,C2586,5.0,16,16,72
2587,C2587,5.0,2,1,100
2588,C2588,4.89,62,56,51
2589,C2589,5.0,3,3,78
2590,C2590,5.0,4,4,69
2591,C2591,5.0,13,13,89
2592,C2592,5.0,60,57,79
2593,C2593,4.95,26,22,46
2594,C2594,5.0,4,3,43
2595,C2595,4.67,11,9,47
2596,C2596,5.0,46,43,41
2597,C2597,5.0,3,3,92
2598,C2598,4.85,47,39,37
2599,C2599,4.7,23,20,37
2600,C2600,5.0,5,5,120
2601,C2601,,0,0,69
2602,C2602,4.33,3,3,59
2603,C2603,5.0,1,1,189
2604,C2604,4.95,29,21,149
2605,C2605,4.67,24,18,177
2606,C2606,5.0,21,16,205
2607,C2607,5.0,7,5,399
2608,C2608,4.89,15,9,158
2609,C2609,5.0,12,12,105
2610,C2610,4.96,26,24,56
2611,C2611,5.0,34,26,74
2612,C2612,5.0,5,4,70
2613,C2613,5.0,3,3,202
2614,C2614,5.0,14,12,199
2615,C2615,,0,0,176
2616,C2616,4.82,26,22,184
2617,C2617,4.84,40,31,44
2618,C2618,,0,0,89
2619,C2619,4.86,133,115,35
2620,C2620,4.96,97,89,35
2621,C2621,4.81,147,127,40
2622,C2622,4.8,92,75,30
2623,C2623,4.8,187,151,25
2624,C2624,4.7,295,237,30
2625,C2625,5.0,6,5,100
2626,C2626,4.81,91,74,176
2627,C2627,5.0,1,1,130
2628,C2628,4.97,106,93,88
2629,C2629,5.0,24,18,134
2630,C2630,4.8,105,93,80
2631,C2631,4.95,68,59,35
2632,C2632,5.0,36,31,86
2633,C2633,4.84,78,67,35
2634,C2634,4.98,90,82,80
2635,C2635,5.0,16,11,35
2636,C2636,5.0,9,7,150
2637,C2637,5.0,20,18,35
2638,C2638,4.55,102,91,40
2639,C2639,5.0,9,7,30
2640,C2640,4.86,10,7,30
2641,C2641,5.0,14,13,29
2642,C2642,5.0,3,2,32
2643,C2643,5.0,5,5,30
2644,C2644,5.0,4,4,89
2645,C2645,4.87,91,77,60
2646,C2646,5.0,6,4,30
2647,C2647,5.0,13,11,62
2648,C2648,4.75,8,4,32
2649,C2649,4.97,38,31,86
2650,C2650,5.0,26,23,150
2651,C2651,4.84,36,32,30
2652,C2652,4.75,10,4,34
2653,C2653,5.0,9,6,30
2654,C2654,4.99,111,94,160
2655,C2655,5.0,54,52,30
2656,C2656,,1,0,30
2657,C2657,4.88,62,51,30
2658,C2658,5.0,1,1,30
2659,C2659,5.0,6,6,30
2660,C2660,5.0,4,3,32
2661,C2661,4.72,136,114,110
2662,C2662,4.89,62,55,30
2663,C2663,4.77,88,71,100
2664,C2664,4.87,61,52,30
2665,C2665,5.0,39,36,89
2666,C2666,5.0,22,22,98
2667,C2667,5.0,2,1,32
2668,C2668,5.0,18,13,74
2669,C2669,5.0,6,6,30
2670,C2670,5.0,3,2,40
2671,C2671,4.71,180,152,40
2672,C2672,5.0,21,17,64
2673,C2673,5.0,29,26,200
2674,C2674,5.0,1,1,176
2675,C2675,5.0,1,1,30
2676,C2676,4.96,34,28,39
2677,C2677,5.0,7,4,35
2678,C2678,4.6,19,15,40
2679,C2679,4.8,12,10,30
2680,C2680,5.0,77,62,249
2681,C2681,5.0,2,1,46
2682,C2682,5.0,32,22,79
2683,C2683,4.0,5,4,30
2684,C2684,3.5,11,6,34
2685,C2685,5.0,1,1,100
2686,C2686,5.0,3,3,44
2687,C2687,5.0,16,12,69
2688,C2688,4.88,123,104,54
2689,C2689,5.0,7,7,40
2690,C2690,,0,0,82
2691,C2691,5.0,16,11,159
2692,C2692,5.0,1,1,149
2693,C2693,5.0,15,13,192
2694,C2694,5.0,26,20,89
2695,C2695,5.0,40,38,47
2696,C2696,5.0,6,3,40
2697,C2697,5.0,10,9,68
2698,C2698,4.97,41,35,168
2699,C2699,5.0,3,3,40
2700,C2700,3.25,5,4,40
2701,C2701,5.0,45,42,129
2702,C2702,5.0,20,20,230
2703,C2703,5.0,15,14,138
2704,C2704,4.0,1,1,34
2705,C2705,5.0,4,4,250
2706,C2706,5.0,7,7,42
2707,C2707,4.98,57,51,62
2708,C2708,5.0,3,2,40
2709,C2709,5.0,4,4,94
2710,C2710,5.0,2,1,68
2711,C2711,5.0,43,39,105
2712,C2712,4.9,99,87,108
2713,C2713,5.0,2,1,82
2714,C2714,5.0,26,24,49
2715,C2715,4.71,20,17,49
2716,C2716,4.97,71,66,42
2717,C2717,4.79,15,14,50
2718,C2718,5.0,28,23,140
2719,C2719,4.94,19,18,200
2720,C2720,5.0,57,57,149
2721,C2721,4.98,48,46,149
2722,C2722,4.87,39,31,92
2723,C2723,5.0,7,7,76
2724,C2724,4.9,53,49,90
2725,C2725,5.0,22,20,108
2726,C2726,5.0,1,1,75
2727,C2727,4.97,44,39,85
2728,C2728,5.0,2,1,129
2729,C2729,,1,0,59
2730,C2730,5.0,6,6,185
2731,C2731,4.76,103,89,52
2732,C2732,4.91,43,35,56
2733,C2733,4.79,21,19,43
2734,C2734,5.0,19,17,33
2735,C2735,,0,0,96
2736,C2736,5.0,34,32,35
2737,C2737,5.0,12,9,34
2738,C2738,4.91,109,96,35
2739,C2739,5.0,16,13,36
2740,C2740,4.97,41,38,37
2741,C2741,4.86,25,22,30
2742,C2742,4.98,47,42,38
2743,C2743,,0,0,250
2744,C2744,,0,0,64
2745,C2745,4.67,4,3,49
2746,C2746,5.0,20,15,42
2747,C2747,4.96,56,48,32
2748,C2748,4.92,39,37,62
2749,C2749,4.69,49,42,47
2750,C2750,,0,0,79
2751,C2751,4.92,47,40,47
2752,C2752,5.0,6,6,38
2753,C2753,4.96,25,24,49
2754,C2754,5.0,4,4,45
2755,C2755,5.0,2,2,45
2756,C2756,5.0,22,17,47
2757,C2757,4.87,63,60,47
2758,C2758,4.73,60,56,47
2759,C2759,4.71,24,21,39
2760,C2760,4.63,22,19,45
2761,C2761,5.0,19,17,39
2762,C2762,4.33,7,6,47
2763,C2763,5.0,25,24,45
2764,C2764,4.81,24,21,39
2765,C2765,4.81,56,47,39
2766,C2766,4.86,42,36,39
2767,C2767,,0,0,200
2768,C2768,,0,0,54
2769,C2769,5.0,2,2,360
2770,C2770,5.0,2,2,66
2771,C2771,5.0,12,12,88
2772,C2772,4.5,4,2,65
2773,C2773,5.0,12,11,212
2774,C2774,5.0,23,17,212
2775,C2775,5.0,4,3,211
2776,C2776,5.0,6,2,133
2777,C2777,5.0,2,1,151
2778,C2778,4.98,66,54,35
2779,C2779,4.85,95,72,29
2780,C2780,4.98,152,132,29
2781,C2781,5.0,3,2,44
2782,C2782,5.0,10,7,50
2783,C2783,4.9,35,30,150
2784,C2784,5.0,61,55,50
2785,C2785,5.0,9,7,74
2786,C2786,,0,0,45
2787,C2787,4.93,15,14,42
2788,C2788,5.0,9,7,133
2789,C2789,5.0,17,16,119
2790,C2790,4.96,94,79,53
2791,C2791,5.0,48,43,127
2792,C2792,4.83,39,30,51
2793,C2793,5.0,39,38,148
2794,C2794,5.0,2,2,80
2795,C2795,5.0,4,4,144
2796,C2796,4.91,38,32,69
2797,C2797,5.0,1,1,163
2798,C2798,4.85,82,67,150
2799,C2799,4.85,38,34,56
2800,C2800,5.0,2,2,159
2801,C2801,4.88,108,83,27
2802,C2802,4.97,79,59,26
2803,C2803,5.0,3,3,37
2804,C2804,4.63,25,19,26
2805,C2805,4.97,43,31,38
2806,C2806,4.81,76,58,29
2807,C2807,4.94,20,18,66
2808,C2808,4.79,138,117,27
2809,C2809,4.82,150,104,27
2810,C2810,4.85,27,20,34
2811,C2811,5.0,42,38,130
2812,C2812,5.0,10,7,80
2813,C2813,4.79,42,29,35
2814,C2814,5.0,1,1,80
2815,C2815,4.95,31,22,34
2816,C2816,4.83,7,6,40
2817,C2817,5.0,3,3,34
2818,C2818,,0,0,164
2819,C2819,4.84,120,81,25
2820,C2820,4.56,10,9,55
2821,C2821,5.0,7,6,75
2822,C2822,,0,0,161
2823,C2823,4.8,114,83,24
2824,C2824,5.0,14,11,54
2825,C2825,5.0,4,3,26
2826,C2826,4.79,47,39,26
2827,C2827,4.87,105,86,89
2828,C2828,5.0,7,5,71
2829,C2829,5.0,39,24,129
2830,C2830,4.92,54,50,31
2831,C2831,4.88,13,8,39
2832,C2832,4.88,13,8,39
2833,C2833,5.0,24,20,26
2834,C2834,4.84,47,32,26
2835,C2835,5.0,10,6,35
2836,C2836,4.78,28,23,20
2837,C2837,4.67,21,15,29
2838,C2838,4.93,134,120,42
2839,C2839,4.92,16,13,25
2840,C2840,4.71,19,14,29
2841,C2841,5.0,3,3,65
2842,C2842,4.89,87,56,35
2843,C2843,5.0,5,3,39
2844,C2844,4.68,44,28,35
2845,C2845,5.0,9,6,25
2846,C2846,4.71,172,133,24
2847,C2847,4.94,107,94,26
2848,C2848,5.0,1,1,31
2849,C2849,4.93,14,14,59
2850,C2850,4.96,107,83,26
2851,C2851,4.86,58,42,25
2852,C2852,4.87,55,38,25
2853,C2853,4.97,37,32,34
2854,C2854,4.33,6,6,21
2855,C2855,4.78,41,27,39
2856,C2856,4.77,43,31,29
2857,C2857,4.56,20,16,65
2858,C2858,5.0,7,6,60
2859,C2859,4.97,44,36,43
2860,C2860,5.0,10,8,22
2861,C2861,4.9,15,10,25
2862,C2862,5.0,6,3,20
2863,C2863,4.74,94,72,24
2864,C2864,4.88,24,17,25
2865,C2865,5.0,12,11,48
2866,C2866,4.97,43,36,61
2867,C2867,4.33,12,6,25
2868,C2868,5.0,3,1,55
2869,C2869,4.93,16,14,42
2870,C2870,4.59,26,17,39
2871,C2871,4.5,10,8,39
2872,C2872,5.0,78,67,77
2873,C2873,5.0,52,39,70
2874,C2874,4.92,45,36,69
2875,C2875,4.95,149,125,39
2876,C2876,4.88,57,48,44
2877,C2877,4.46,36,26,25
2878,C2878,4.5,17,10,39
2879,C2879,5.0,7,6,70
2880,C2880,4.43,11,7,74
2881,C2881,5.0,2,2,66
2882,C2882,5.0,7,7,35
2883,C2883,4.98,126,107,42
2884,C2884,4.33,26,15,35
2885,C2885,4.81,23,21,50
2886,C2886,4.83,119,87,28
2887,C2887,4.67,12,12,61
2888,C2888,5.0,45,42,64
2889,C2889,4.83,51,46,38
2890,C2890,4.9,66,48,49
2891,C2891,4.86,83,66,49
2892,C2892,,0,0,92
2893,C2893,4.92,126,109,45
2894,C2894,4.94,49,16,42
2895,C2895,,0,0,35
2896,C2896,4.6,14,10,45
2897,C2897,4.89,134,119,39
2898,C2898,4.71,9,7,35
2899,C2899,4.5,53,44,42
2900,C2900,4.97,73,62,25
2901,C2901,,0,0,36
2902,C2902,5.0,16,14,25
2903,C2903,4.76,83,74,32
2904,C2904,4.92,22,13,25
2905,C2905,4.85,158,131,32
2906,C2906,4.84,138,111,27
2907,C2907,4.75,131,106,29
2908,C2908,4.89,51,35,27
2909,C2909,4.69,44,26,27
2910,C2910,4.76,117,84,27
2911,C2911,4.79,140,125,29
2912,C2912,4.79,136,108,26
2913,C2913,4.86,62,51,25
2914,C2914,5.0,59,54,189
2915,C2915,4.96,31,28,155
2916,C2916,4.99,87,73,129
2917,C2917,5.0,19,13,97
2918,C2918,5.0,120,95,129
2919,C2919,5.0,53,48,95
2920,C2920,5.0,10,8,250
2921,C2921,5.0,25,17,139
2922,C2922,5.0,5,3,166
2923,C2923,5.0,19,12,109
2924,C2924,4.97,70,64,68
2925,C2925,5.0,47,44,127
2926,C2926,4.72,171,114,49
2927,C2927,4.75,150,102,38
2928,C2928,4.6,57,43,36
2929,C2929,4.88,60,33,42
2930,C2930,5.0,4,3,215
2931,C2931,4.9,149,104,34
2932,C2932,4.67,33,21,29
2933,C2933,4.79,25,19,44
2934,C2934,4.77,129,90,38
2935,C2935,4.95,27,19,34
2936,C2936,4.78,76,51,32
2937,C2937,5.0,29,20,86
2938,C2938,3.0,3,2,61
2939,C2939,4.7,11,10,130
2940,C2940,4.74,49,35,29
2941,C2941,4.83,46,36,30
2942,C2942,5.0,65,58,65
2943,C2943,5.0,6,4,300
2944,C2944,,1,0,300
2945,C2945,4.86,347,243,58
2946,C2946,5.0,20,14,39
2947,C2947,5.0,5,3,29
2948,C2948,,0,0,48
2949,C2949,4.94,193,159,51
2950,C2950,5.0,2,2,48
2951,C2951,5.0,17,10,72
2952,C2952,4.79,27,24,72
2953,C2953,,0,0,80
2954,C2954,4.9,87,62,48
2955,C2955,5.0,14,12,48
2956,C2956,4.96,27,25,73
2957,C2957,,2,0,42
2958,C2958,5.0,45,38,50
2959,C2959,4.97,44,38,75
2960,C2960,,0,0,48
2961,C2961,4.88,18,17,51
2962,C2962,5.0,1,1,68
2963,C2963,5.0,8,8,148
2964,C2964,4.6,7,5,74
2965,C2965,5.0,16,12,150
2966,C2966,5.0,12,11,98
2967,C2967,4.95,25,21,90
2968,C2968,5.0,2,1,96
2969,C2969,,0,0,85
2970,C2970,4.95,26,21,79
2971,C2971,4.82,30,28,75
2972,C2972,4.84,101,91,50
2973,C2973,4.94,107,85,59
2974,C2974,4.89,19,18,99
2975,C2975,5.0,59,55,99
2976,C2976,4.94,253,228,89
2977,C2977,4.98,160,124,83
2978,C2978,5.0,11,11,82
2979,C2979,4.98,70,52,69
2980,C2980,5.0,9,8,297
2981,C2981,4.94,127,107,99
2982,C2982,4.97,36,30,159
2983,C2983,5.0,9,9,99
2984,C2984,5.0,24,23,120
2985,C2985,5.0,8,7,149
2986,C2986,5.0,6,5,170
2987,C2987,4.97,97,78,67
2988,C2988,5.0,19,18,150
2989,C2989,4.96,105,95,99
2990,C2990,4.92,16,12,139
2991,C2991,4.85,127,100,149
2992,C2992,4.98,112,93,70
2993,C2993,5.0,13,11,56
2994,C2994,5.0,9,6,61
2995,C2995,4.83,26,24,81
2996,C2996,4.97,278,213,159
2997,C2997,5.0,9,7,118
2998,C2998,4.92,131,114,74
2999,C2999,4.88,10,8,119
3000,C3000,4.99,90,71,65
3001,C3001,3.0,1,1,70
3002,C3002,4.66,53,44,75
3003,C3003,5.0,21,19,64
3004,C3004,5.0,8,5,149
3005,C3005,5.0,39,35,64
3006,C3006,,0,0,42
3007,C3007,4.96,27,25,86
3008,C3008,4.87,62,46,139
3009,C3009,4.97,225,189,69
3010,C3010,4.88,125,103,63
3011,C3011,4.0,4,3,199
3012,C3012,5.0,2,2,57
3013,C3013,,0,0,195
3014,C3014,,0,0,85
3015,C3015,5.0,10,8,64
3016,C3016,5.0,37,34,117
3017,C3017,5.0,21,18,157
3018,C3018,5.0,5,5,79
3019,C3019,,0,0,75
3020,C3020,5.0,8,8,152
3021,C3021,,0,0,106
3022,C3022,5.0,1,1,73
3023,C3023,5.0,9,7,30
3024,C3024,4.0,1,1,55
3025,C3025,5.0,15,15,49
3026,C3026,5.0,34,31,30
3027,C3027,4.86,30,28,30
3028,C3028,4.96,31,25,28
3029,C3029,4.83,28,23,28
3030,C3030,,0,0,100
3031,C3031,4.82,14,11,28
3032,C3032,5.0,1,1,83
3033,C3033,5.0,35,34,54
3034,C3034,4.76,43,33,45
3035,C3035,4.97,53,40,39
3036,C3036,5.0,39,30,49
3037,C3037,4.7,15,10,78
3038,C3038,5.0,2,2,135
3039,C3039,4.91,41,33,41
3040,C3040,5.0,3,3,49
3041,C3041,,1,0,48
3042,C3042,4.7,70,56,35
3043,C3043,4.78,30,23,35
3044,C3044,4.97,47,40,37
3045,C3045,5.0,3,2,39
3046,C3046,4.96,38,27,35
3047,C3047,,0,0,143
3048,C3048,4.9,50,39,32
3049,C3049,4.97,34,33,34
3050,C3050,4.89,25,19,38
3051,C3051,5.0,29,22,38
3052,C3052,4.86,33,29,29
3053,C3053,5.0,23,13,31
3054,C3054,5.0,1,1,35
3055,C3055,4.94,58,50,32
3056,C3056,4.98,65,54,20
3057,C3057,4.97,34,32,159
3058,C3058,5.0,29,23,49
3059,C3059,4.75,4,4,75
3060,C3060,5.0,16,11,37
3061,C3061,4.57,34,23,43
3062,C3062,4.96,60,49,33
3063,C3063,5.0,18,15,42
3064,C3064,4.91,62,57,40
3065,C3065,,0,0,125
3066,C3066,,0,0,194
3067,C3067,4.96,25,25,49
3068,C3068,5.0,25,24,39
3069,C3069,4.8,53,44,46
3070,C3070,,0,0,35
3071,C3071,5.0,17,17,35
3072,C3072,4.86,53,49,36
3073,C3073,4.97,93,80,24
3074,C3074,5.0,1,1,50
3075,C3075,4.97,34,33,57
3076,C3076,4.88,40,34,57
3077,C3077,5.0,10,10,120
3078,C3078,5.0,4,2,55
3079,C3079,5.0,3,3,70
3080,C3080,,0,0,31
3081,C3081,4.95,72,64,78
3082,C3082,5.0,11,11,101
3083,C3083,5.0,21,16,49
3084,C3084,4.57,11,7,26
3085,C3085,4.97,36,29,39
3086,C3086,5.0,10,9,166
3087,C3087,5.0,2,2,119
3088,C3088,,0,0,193
3089,C3089,5.0,3,2,49
3090,C3090,5.0,70,59,49
3091,C3091,5.0,5,4,35
3092,C3092,5.0,5,2,98
3093,C3093,5.0,8,5,49
3094,C3094,5.0,1,1,152
3095,C3095,5.0,2,1,83
3096,C3096,4.83,6,6,80
3097,C3097,5.0,8,8,128
3098,C3098,5.0,41,39,69
3099,C3099,5.0,2,2,28
3100,C3100,,1,0,37
3101,C3101,5.0,6,4,200
3102,C3102,,0,0,75
3103,C3103,5.0,4,4,37
3104,C3104,5.0,8,7,35
3105,C3105,5.0,21,16,69
3106,C3106,5.0,7,7,30
3107,C3107,5.0,34,31,300
3108,C3108,5.0,20,20,99
3109,C3109,4.9,76,72,38
3110,C3110,5.0,5,3,88
3111,C3111,,0,0,42
3112,C3112,5.0,6,5,110
3113,C3113,4.79,176,128,239
3114,C3114,5.0,52,48,35
3115,C3115,4.97,42,37,35
3116,C3116,5.0,37,33,128
3117,C3117,5.0,1,1,52
3118,C3118,,0,0,99
3119,C3119,4.99,109,97,99
3120,C3120,4.96,33,27,165
3121,C3121,5.0,4,3,220
3122,C3122,5.0,29,24,38
3123,C3123,4.79,209,169,155
3124,C3124,4.56,12,9,39
3125,C3125,4.9,41,40,300
3126,C3126,,0,0,98
3127,C3127,4.87,17,15,108
3128,C3128,5.0,19,12,899
3129,C3129,5.0,20,18,165
3130,C3130,5.0,1,1,350
3131,C3131,4.99,96,93,123
3132,C3132,5.0,17,14,32
3133,C3133,4.91,77,69,65
3134,C3134,5.0,74,68,130
3135,C3135,4.86,39,37,33
3136,C3136,4.62,126,99,175
3137,C3137,,0,0,42
3138,C3138,4.87,60,53,59
3139,C3139,5.0,4,4,123
3140,C3140,,0,0,59
3141,C3141,,0,0,650
3142,C3142,5.0,5,4,86
3143,C3143,5.0,42,39,165
3144,C3144,5.0,45,39,95
3145,C3145,,0,0,66
3146,C3146,4.97,34,29,80
3147,C3147,5.0,1,1,37
3148,C3148,4.97,159,132,220
3149,C3149,4.96,56,50,38
3150,C3150,,1,0,999
3151,C3151,5.0,6,6,25
3152,C3152,5.0,43,36,82
3153,C3153,,0,0,200
3154,C3154,5.0,8,6,169
3155,C3155,5.0,13,9,86
3156,C3156,,0,0,299
3157,C3157,5.0,10,8,275
3158,C3158,4.99,109,96,89
3159,C3159,5.0,1,1,153
3160,C3160,4.98,65,61,33
3161,C3161,5.0,32,28,99
3162,C3162,,0,0,99
3163,C3163,,0,0,535
3164,C3164,4.82,56,51,98
3165,C3165,5.0,6,5,36
3166,C3166,5.0,14,13,75
3167,C3167,4.79,15,14,45
3168,C3168,5.0,14,13,26
3169,C3169,4.97,46,40,299
3170,C3170,5.0,2,2,109
3171,C3171,4.88,25,16,135
3172,C3172,,0,0,106
3173,C3173,5.0,38,26,999
3174,C3174,4.99,99,80,75
3175,C3175,4.36,11,11,102
3176,C3176,4.6,17,10,149
3177,C3177,,0,0,55
3178,C3178,,0,0,138
3179,C3179,4.9,22,20,128
3180,C3180,5.0,6,4,127
3181,C3181,5.0,7,7,149
3182,C3182,5.0,6,6,40
3183,C3183,,0,0,50
3184,C3184,5.0,19,16,110
3185,C3185,4.78,202,151,138
3186,C3186,4.77,80,65,99
3187,C3187,5.0,8,7,105
3188,C3188,5.0,3,3,47
3189,C3189,4.5,5,4,56
3190,C3190,5.0,2,2,150
3191,C3191,5.0,6,5,67
3192,C3192,4.99,172,145,29
3193,C3193,5.0,69,60,105
3194,C3194,4.63,117,92,89
3195,C3195,4.98,70,60,74
3196,C3196,5.0,14,14,95
3197,C3197,4.8,86,61,90
3198,C3198,5.0,11,7,229
3199,C3199,4.67,19,15,70
3200,C3200,4.92,85,66,229
3201,C3201,5.0,1,1,65
3202,C3202,,1,0,89
3203,C3203,5.0,9,7,108
3204,C3204,4.94,19,16,269
3205,C3205,4.86,9,7,58
3206,C3206,4.61,101,76,97
3207,C3207,4.63,9,8,65
3208,C3208,5.0,6,3,108
3209,C3209,4.94,92,81,40
3210,C3210,4.98,50,46,40
3211,C3211,4.96,79,69,35
3212,C3212,5.0,41,38,40
3213,C3213,4.96,145,131,129
3214,C3214,,0,0,25
3215,C3215,4.98,52,47,249
3216,C3216,4.75,11,8,50
3217,C3217,4.96,91,69,30
3218,C3218,4.96,28,27,97
3219,C3219,4.96,25,25,102
3220,C3220,4.79,27,24,169
3221,C3221,5.0,4,4,269
3222,C3222,5.0,2,1,49
3223,C3223,4.99,117,107,40
3224,C3224,4.57,7,7,139
3225,C3225,5.0,66,58,129
3226,C3226,5.0,9,8,112
3227,C3227,5.0,101,92,40
3228,C3228,4.99,121,109,40
3229,C3229,4.97,85,71,141
3230,C3230,5.0,1,1,499
3231,C3231,5.0,1,1,124
3232,C3232,,0,0,94
3233,C3233,5.0,7,6,118
3234,C3234,5.0,5,4,86
3235,C3235,5.0,1,1,250
3236,C3236,5.0,28,26,60
3237,C3237,5.0,6,4,208
3238,C3238,5.0,5,4,43
3239,C3239,5.0,3,2,379
3240,C3240,5.0,23,21,42
3241,C3241,5.0,7,7,269
3242,C3242,,0,0,80
3243,C3243,5.0,9,8,110
3244,C3244,5.0,4,4,39
3245,C3245,5.0,7,7,75
3246,C3246,4.93,30,27,255
3247,C3247,4.96,31,25,79
3248,C3248,5.0,3,3,92
3249,C3249,4.79,67,61,79
3250,C3250,4.9,26,20,76
3251,C3251,4.89,39,37,369
3252,C3252,5.0,6,5,125
3253,C3253,5.0,1,1,38
3254,C3254,5.0,4,4,199
3255,C3255,5.0,1,1,175
3256,C3256,5.0,3,3,295
3257,C3257,4.75,5,4,80
3258,C3258,5.0,1,1,44
3259,C3259,5.0,10,9,95
3260,C3260,4.79,30,24,55
3261,C3261,5.0,2,2,60
3262,C3262,4.5,4,2,200
3263,C3263,,0,0,82
3264,C3264,5.0,4,4,136
3265,C3265,,0,0,173
3266,C3266,5.0,4,4,160
3267,C3267,5.0,4,1,160
3268,C3268,5.0,2,1,160
3269,C3269,5.0,8,7,49
3270,C3270,4.43,7,7,79
3271,C3271,5.0,16,5,130
3272,C3272,4.92,57,51,30
3273,C3273,5.0,3,1,140
3274,C3274,4.95,22,22,72
3275,C3275,5.0,91,80,38
3276,C3276,5.0,3,3,135
3277,C3277,,0,0,143
3278,C3278,4.99,91,77,52
3279,C3279,4.96,89,77,44
3280,C3280,4.98,101,91,44
3281,C3281,,0,0,165
3282,C3282,4.94,58,53,48
3283,C3283,,0,0,112
3284,C3284,,0,0,181
3285,C3285,,0,0,70
3286,C3286,5.0,5,4,115
3287,C3287,4.93,33,28,42
3288,C3288,5.0,2,2,70
3289,C3289,5.0,11,10,49
3290,C3290,,0,0,30
3291,C3291,5.0,6,6,39
3292,C3292,5.0,7,5,100
3293,C3293,4.93,33,30,40
3294,C3294,5.0,13,13,56
3295,C3295,5.0,25,25,36
3296,C3296,5.0,17,15,45
3297,C3297,5.0,18,17,114
3298,C3298,5.0,29,26,45
3299,C3299,5.0,2,1,90
3300,C3300,5.0,46,45,45
3301,C3301,4.83,9,6,180
3302,C3302,5.0,35,32,124
3303,C3303,5.0,31,29,55
3304,C3304,5.0,32,25,65
3305,C3305,4.97,127,104,49
3306,C3306,4.94,19,18,130
3307,C3307,4.7,10,10,219
3308,C3308,4.96,35,28,32
3309,C3309,5.0,24,22,69
3310,C3310,5.0,1,1,132
3311,C3311,5.0,8,8,245
3312,C3312,4.97,70,61,157
3313,C3313,5.0,79,75,59
3314,C3314,5.0,19,18,79
3315,C3315,4.8,11,10,175
3316,C3316,4.7,34,27,229
3317,C3317,5.0,18,14,40
3318,C3318,5.0,16,9,1199
3319,C3319,4.94,41,34,53
3320,C3320,5.0,3,2,40
3321,C3321,5.0,4,3,80
3322,C3322,5.0,1,1,80
3323,C3323,5.0,120,114,119
3324,C3324,4.97,66,60,72
3325,C3325,5.0,7,5,123
3326,C3326,5.0,14,14,247
3327,C3327,5.0,48,43,90
3328,C3328,5.0,26,21,54
3329,C3329,5.0,62,56,150
3330,C3330,5.0,1,1,100
3331,C3331,4.95,86,66,160
3332,C3332,5.0,14,11,167
3333,C3333,4.75,6,4,1199
3334,C3334,,0,0,45
3335,C3335,,0,0,120
3336,C3336,5.0,38,35,46
3337,C3337,4.85,23,20,141
3338,C3338,4.96,29,24,35
3339,C3339,,1,0,122
3340,C3340,4.86,51,43,79
3341,C3341,,0,0,60
3342,C3342,4.96,64,55,141
3343,C3343,5.0,29,25,55
3344,C3344,4.93,39,30,55
3345,C3345,5.0,3,3,145
3346,C3346,5.0,56,55,52
3347,C3347,4.93,17,15,56
3348,C3348,5.0,2,2,199
3349,C3349,5.0,17,14,129
3350,C3350,5.0,3,3,115
3351,C3351,4.84,50,43,175
3352,C3352,4.65,18,17,89
3353,C3353,4.97,32,31,80
3354,C3354,4.99,208,164,89
3355,C3355,4.89,31,27,81
3356,C3356,4.96,112,107,45
3357,C3357,4.91,16,11,300
3358,C3358,4.88,10,8,99
3359,C3359,4.86,78,65,93
3360,C3360,5.0,45,40,107
3361,C3361,,0,0,30
3362,C3362,,0,0,375
3363,C3363,4.71,8,7,72
3364,C3364,4.79,35,29,139
3365,C3365,4.97,77,63,100
3366,C3366,5.0,14,8,105
3367,C3367,5.0,2,1,30
3368,C3368,5.0,34,26,79
3369,C3369,5.0,2,1,250
3370,C3370,5.0,36,34,34
3371,C3371,5.0,218,181,89
3372,C3372,5.0,25,22,35
3373,C3373,4.91,107,88,92
3374,C3374,5.0,43,37,105
3375,C3375,5.0,4,2,50
3376,C3376,4.9,24,21,69
3377,C3377,4.89,44,35,50
3378,C3378,4.98,60,51,36
3379,C3379,5.0,16,15,34
3380,C3380,5.0,1,1,74
3381,C3381,5.0,1,1,46
3382,C3382,5.0,3,3,65
3383,C3383,4.88,17,16,41
3384,C3384,5.0,5,5,100
3385,C3385,5.0,1,1,46
3386,C3386,4.97,81,64,79
3387,C3387,,1,0,42
3388,C3388,4.39,24,23,125
3389,C3389,5.0,1,1,1199
3390,C3390,,1,0,28
3391,C3391,,0,0,75
3392,C3392,5.0,11,7,28
3393,C3393,4.5,22,18,125
3394,C3394,5.0,1,1,150
3395,C3395,4.94,18,17,36
3396,C3396,4.85,48,39,141
